company,function,title,count,people
AWS,Development & Real Estate,Real Estate Development Manager,10,Ben Johnk; Charlie Esson; Fred Mobley; George Papako; Hayden Frieslaar; Madi Lowry; Michael Boyd; Rodrigo Senties; Shea Rouda; Steven Kennedy
AWS,Development & Real Estate,Senior Real Estate Development Manager,5,Alex Bhagat; Ally Holmes; Evan Weisman; Hadley Null; Nicholas Dowd
AWS,Development & Real Estate,Sr. Real Estate Development Manager,5,Brian Bolton; Dexter Haynes; Lawrence Osborne; Stephanie Moumen; Vincent Ciccone
AWS,Development & Real Estate,"Real Estate Development Manager, Data Center Supply Solutions",2,Alex Howard; Renato Boarin
AWS,Development & Real Estate,Real Estate Transaction Manager,2,Sheena Agyemang; Sinéad Flanagan
AWS,Development & Real Estate,Site Acquisition Manager,2,Darryl Palmer; Roxanne Dingwall-Fordyce
AWS,Development & Real Estate,"Sr Real Estate Development Manager, Data Center Supply Solutions",2,Patrick Griffin; Tyler G. Latimer
AWS,Development & Real Estate,"(former) Sr. Development Manager, Acquistions & Development",1,Jeremy Wolfe
AWS,Development & Real Estate,"Acquisitions, Investment, Strategy",1,Jamie Fleming
AWS,Development & Real Estate,APJC Head of Real Estate Development,1,Akira (AJ) Maruyama
AWS,Development & Real Estate,"APJC Real Estate Business Development, Strategy and Investment, Data Center Supply Solutions",1,Jayanto N. Deb
AWS,Development & Real Estate,Cloud Expansion,1,Alfonso Aranda Arias
AWS,Development & Real Estate,Data Center Development lead- AMER,1,Sean Stinnett
AWS,Development & Real Estate,Data Center Land Development,1,Jay Sotos
AWS,Development & Real Estate,Data Center Real Estate Developer,1,Clint Jackson
AWS,Development & Real Estate,Data Center Site Selection & Development,1,Shahnawaz Daredia
AWS,Development & Real Estate,DC Acquisition & Construction Manager,1,Sweta Dutta
AWS,Development & Real Estate,Development Manager,1,Alec Jennison
AWS,Development & Real Estate,Development Manager - Global Realty,1,Jeff Bernard
AWS,Development & Real Estate,Director World Wide Real Estate Development,1,London Kemp Boykin
AWS,Development & Real Estate,"Director, AMER Data Center Supply Solutions",1,Keith Klein
AWS,Development & Real Estate,"Director, Real Estate Transactions",1,Mark C. Griffin
AWS,Development & Real Estate,"Easements Manager, Land Acquisitions",1,Alejandro Sanchiz
AWS,Development & Real Estate,Eu Director Of Real Estate,1,Javier Rojo
AWS,Development & Real Estate,Global Real Estate - Real Estate Acquisitions and Development,1,Philip Ristevski
AWS,Development & Real Estate,Global Real Estate Manager- AWS,1,John Whitaker
AWS,Development & Real Estate,Head of AMER Real Estate,1,Amy Vetal
AWS,Development & Real Estate,"Head of Community, Site Selection & Development",1,Darnell Tyler
AWS,Development & Real Estate,Head of DevMgt and IAD Real Estate,1,Reed Mayer
AWS,Development & Real Estate,"Head of Strategic Permitting AMER, Land Development",1,Ian Brown
AWS,Development & Real Estate,Infrastructure Supply Development Manager,1,Zane Niyazbekov
AWS,Development & Real Estate,Land Development Manager,1,Zayin Wall
AWS,Development & Real Estate,Manager of Civil Engineering - Data Center Development USA and South America,1,Mehdi Nezami
AWS,Development & Real Estate,Manager | Real Estate Development,1,John M. Getz
AWS,Development & Real Estate,"Manager, AWS Real Estate and Development",1,Michelle Anderson
AWS,Development & Real Estate,"Manager, Economic Development Policy",1,Michael Limburg
AWS,Development & Real Estate,"Manager, Entitlements | Public Policy - Economic Development",1,Deborah Massie
AWS,Development & Real Estate,"Manager, Real Estate Development",1,Marek Mroz
AWS,Development & Real Estate,Principal - Real Estate Development Manager,1,Vanessa Kennedy
AWS,Development & Real Estate,Principal - Technical Business Development Manager - Data Center Expansion,1,Alejandro Sequera
AWS,Development & Real Estate,Principal | Real Estate | EMEA Expansion,1,Ronan Ward
AWS,Development & Real Estate,Project Manager - Datacenter development,1,Rakesh Badraji
AWS,Development & Real Estate,Real Estate Acquisitions & Development,1,April Choo
AWS,Development & Real Estate,Real Estate Acquisitions & Transactions Manager,1,Pablo Martin-Salas Lluch
AWS,Development & Real Estate,Real Estate Development Manager - AWS Infrastructure Services,1,Bo Galles
AWS,Development & Real Estate,Real Estate Development Manager - DCSS Emea,1,Andrea Menechini
AWS,Development & Real Estate,Real Estate Development Manager AWS,1,Niall Bowen
AWS,Development & Real Estate,"Real Estate Development Manager, AWS Data Center Supply",1,Justin Newman
AWS,Development & Real Estate,"Real Estate Development Manager, AWS Data Center Supply Solutions",1,Justin Guy
AWS,Development & Real Estate,"Real Estate Development Manager, Data Center Support Services",1,Martha Orendain
AWS,Development & Real Estate,"Real Estate Development Manager, Strategy And Investment, Apac Data Center Supply Solutions",1,Mark Blakely
AWS,Development & Real Estate,"Real Estate Portfolio Manager, Owned",1,Lexi Superczynski
AWS,Development & Real Estate,"Real Estate Principal, EMEA",1,Daniel Mitchell
AWS,Development & Real Estate,Real Estate Strategy and Development Lead,1,Brian Knies
AWS,Development & Real Estate,Real Estate Transactions Manager,1,Ángel Fernández-Pola San Millán
AWS,Development & Real Estate,"Regional Leader - Real Estate, Data Centre Supply Solutions (DCSS) EMEA",1,Stuart Spalding
AWS,Development & Real Estate,"Senior Acquisition and Investment Lead, Data Centers Supply Strategy",1,Alaa Raafat
AWS,Development & Real Estate,Senior Colocation Development Mgr,1,Claudia Garrett
AWS,Development & Real Estate,"Senior Development Manager, Colocation",1,Tyler Sokol
AWS,Development & Real Estate,Senior Investment and Acquisition Manager,1,Keelin O'Connor Doyle
AWS,Development & Real Estate,Senior Manager Site Acquisition EMEA,1,Rebecca Mau
AWS,Development & Real Estate,Senior Manager Transactions - Real Estate at Amazon,1,Trace Blethen
AWS,Development & Real Estate,"Senior Manager, Infrastructure Global Expansion",1,Peter O'Connor
AWS,Development & Real Estate,Senior Real Estate Acquisition Manager EMEA,1,Sean Breslin
AWS,Development & Real Estate,Senior Real Estate Development Manager - Data Center Supply Solutions,1,Chris Jamieson
AWS,Development & Real Estate,Senior Real Estate Development Manager Data Center Supply,1,Evan Caso
AWS,Development & Real Estate,"Senior Real Estate Development Manager, AWS Data Center Supply Solutions",1,Mark McGlone
AWS,Development & Real Estate,"Senior Real Estate Development Manager, Data Center Supply Solution",1,Abhishek Garg
AWS,Development & Real Estate,"Senior Real Estate Development Manager, Data Center Supply Solutions",1,Madeliene Zimmerman
AWS,Development & Real Estate,"Senior Real Estate Development Manager, Data Center Supply Solutions (EMEA)",1,Michael May
AWS,Development & Real Estate,Senior Real Estate Manager,1,Luke Walter
AWS,Development & Real Estate,"Senior Real Estate Transaction Manager, EMEA",1,Laura Steventon
AWS,Development & Real Estate,Senior Site Acquisition Manager,1,Antoine Vaumousse
AWS,Development & Real Estate,Senior Site Acquisitions Manager - Data Centre Supply Solutions (DCSS),1,Nicole Madin
AWS,Development & Real Estate,"Senior Transaction Manager, World Wide Real Estate",1,Aalap Patel
AWS,Development & Real Estate,Site Acquisition and Leasing Manager,1,Robert Sutcliffe-Booth
AWS,Development & Real Estate,"Site Acquisitions Mgr, Data Center Supply Solutions",1,Niamh Corrigan
AWS,Development & Real Estate,Sr Real Estate Development Manager,1,Bryan Kaminski
AWS,Development & Real Estate,Sr Real Estate Development Mgr,1,Casey T Frazier
AWS,Development & Real Estate,"Sr. Construction Manager, Worldwide Retail Growth & Development",1,"Amanda (Mahan) Cannon, PE"
AWS,Development & Real Estate,Sr. Development Manager,1,Jordan Jackson
AWS,Development & Real Estate,Sr. Land Development Manager,1,Gideon Bullock
AWS,Development & Real Estate,Sr. Manager Land Development,1,Brandie Schaeffer
AWS,Development & Real Estate,"Sr. Program Manager, Real Estate Entitlements",1,Michael Keleher
AWS,Development & Real Estate,Sr. Real Estate Developement Manager-AWS,1,Omar Cardenas
AWS,Development & Real Estate,"Sr. Real Estate Development Manager, AWS",1,Meghan Watson
AWS,Development & Real Estate,Sr. Real Estate Mgr,1,Jerry Chevassus
AWS,Development & Real Estate,Sr. Real Estate Research Manager,1,Tyler Whyard
AWS,Development & Real Estate,Sr. Technical Program Manager - Data Center Infrastructure Development,1,Sean McNally
AWS,Development & Real Estate,Strategic Partnerships Development Manager,1,Kelly Layton (Mosley)
AWS,Development & Real Estate,"Technical Infrastructure Program Manager II (Brazil, Global expansions)",1,Marina A
AWS,Development & Real Estate,Vice President of Worldwide Economic Development,1,Holly S.
AWS,Development & Real Estate,VP Worldwide Real Estate,1,Daniel Mallory
AWS,Development & Real Estate,Water Infrastructure Expansion Manager,1,Gert Van der Walt
AWS,Energy & Utilities,Sr. Energy Strategy Manager,4,Akshyah Krishnakumar; Casey Arcese; Dee Narayanan; Minashree Singh
AWS,Energy & Utilities,Energy Projects Manager,3,Andrey Tolkachev; Christian Mukania; Sherjeel Cheema
AWS,Energy & Utilities,"Manager, Energy Strategy",3,Gregory J Baron; Manoj Bhattarai; Shuk Chuk
AWS,Energy & Utilities,Senior Energy Strategy Manager,3,Aytekin Arslan; Hamid Atighechi; Paul Garrett
AWS,Energy & Utilities,Energy Project Manager,2,Andre Campbell; Nitya Prabhakar Yadav
AWS,Energy & Utilities,"Principal, Energy Strategy",2,Nathan Han; Patrick Leonard
AWS,Energy & Utilities,Senior Energy Manager,2,Fardowsa Hajiabdi; Winston Okraku
AWS,Energy & Utilities,Sr Energy Strategy and Business Development Manager,2,Jake Neumann; Ryan Tanghe
AWS,Energy & Utilities,Sr Energy Strategy Manager,2,Emily Albi; Emily Healey (Albi)
AWS,Energy & Utilities,(former) Senior Renewable Energy Program Manager,1,Mike Francis
AWS,Energy & Utilities,AWS Energy Senior Manager,1,Dave Campbell
AWS,Energy & Utilities,Category Manager (NPI & Energy) - Data Center Sourcing & Procurement,1,Kyle Cuzydlo
AWS,Energy & Utilities,"Director - Chief Technologist, Energy and Utility",1,Hussein Shel
AWS,Energy & Utilities,"Director Global Business Development, Energy",1,Scott Sanderson
AWS,Energy & Utilities,"Director, Global Sales, Energy & Utilities Industry Business Unit",1,Eddie Murray
AWS,Energy & Utilities,Energy & Sustainability,1,John Biertuempfel
AWS,Energy & Utilities,Energy Leader @ Amazon Web Services,1,Angie Cole
AWS,Energy & Utilities,Energy Manager | AI/MLZ Hyperscale Data Centers Infra Delivery,1,Chiranjeevi Gandeti
AWS,Energy & Utilities,Energy Projects Manager - Data Center Global Services (AMER East),1,George Sey
AWS,Energy & Utilities,"Energy Projects Manager, AMER, AIET West",1,Zeeshan Syed
AWS,Energy & Utilities,Energy Strategy & Projects Manager|AWS Energy Infrastructure,1,Ali Alvi
AWS,Energy & Utilities,"Energy Strategy lead, AWS Energy and Water",1,Ameena Bahrainwala
AWS,Energy & Utilities,Energy Strategy Manager,1,Henrique Echeverria
AWS,Energy & Utilities,"Global Head of Business Development, Energy",1,Mohamed Shawky
AWS,Energy & Utilities,Global Head of Energy Procurement,1,Raj Sajnani
AWS,Energy & Utilities,"Global Head of Strategic Partnerships, Energy & Utilities",1,Alaina Bookstein
AWS,Energy & Utilities,"Global Head, WorldWide Energy",1,Avinash Shekhar
AWS,Energy & Utilities,"Head of AMER Central Power, Water and Carbon Free Energy",1,Josh Franklin
AWS,Energy & Utilities,Head of Americas Power and Water,1,Brandon Oyer
AWS,Energy & Utilities,Head of AWS Infrastructure S&OP - Power Planning,1,Corinne Salger
AWS,Energy & Utilities,"Head of Energy - Strategy, Biz Dev and Partnerships ( Machine Learning/ New Regions)",1,Ishan Jaithwa
AWS,Energy & Utilities,"Head of Energy Regulation, AWS EMEA Public Policy",1,Pamela MacDougall
AWS,Energy & Utilities,Head of Engineering AWS Clean Energy,1,Sonia Ramnani
AWS,Energy & Utilities,Head of PMM | Energy & Utilities | Public Sector,1,Jayesh Shah
AWS,Energy & Utilities,"Head of Production Solutions, Energy",1,Omer Basir
AWS,Energy & Utilities,Head of Solutions Architecture - Power & Renewables - AWS for Energy & Utilities,1,Kyle Jones
AWS,Energy & Utilities,Manager - Energy Strategy US Southwest & LatAm,1,Daniela G. Santoyo
AWS,Energy & Utilities,Manager TPM/PMT - Global Power & Energy Solutions,1,Shalabh Jhalawad
AWS,Energy & Utilities,Power/Water Procurement Category Manager,1,Chris Powell
AWS,Energy & Utilities,"Principal, Global Energy Strategy & Infrastructure Investment",1,Pierre Malbec
AWS,Energy & Utilities,Regional Energy Manager - Utility Engagement,1,Abdul Abdurrahman
AWS,Energy & Utilities,Senior Energy Business Development & Strategy Manager,1,James Lambrou
AWS,Energy & Utilities,Senior Energy Procurement Manager,1,Patrick Baiocco
AWS,Energy & Utilities,Senior Energy Projects Manager,1,Steven Goulet
AWS,Energy & Utilities,Senior Energy Strategy Manager - AWS Energy Team,1,Craig Gontkovic
AWS,Energy & Utilities,"Senior Energy Strategy Manager, AWS",1,Anan Subramanian
AWS,Energy & Utilities,"Senior Manager, Energy & Water Strategy",1,Mudita Suri
AWS,Energy & Utilities,Senior PM (Data Center Carbon Free Energy Development and Strategy),1,Timothy Wong
AWS,Energy & Utilities,"Senior Principal/Head of Energy Strategy, AWS",1,Abhishek Sharma
AWS,Energy & Utilities,"Senior Technical Program Manager, Global Energy",1,Gilbert Castillo
AWS,Energy & Utilities,Sr Energy Procurement Manager,1,Whitney Johnson
AWS,Energy & Utilities,Sr Technical Program Manager - Power Generation Solutions,1,Sadnan Akhter
AWS,Energy & Utilities,Sr. Renewable Energy Procurement Manager,1,Maria Amador
AWS,Energy & Utilities,Sr. Technical Program Manager- Data Center Power Generation Solutions,1,Amir Kiani
AWS,Energy & Utilities,Us West Energy Project Manager,1,Bennett Fraser
AWS,Energy & Utilities,Worldwide Head of Energy & Utilities Solutions,1,Gilbert Chahine
AWS,Executive leadership,"General Manager, EMEA, Data Centre Planning and Delivery",1,James Moloney
AWS,Executive leadership,Managing Director - South Latin America (SOLA) at Amazon Web Services (AWS),1,Juan Pablo Estevez
AWS,"Legal, People & Support",Associate General Counsel and Legal Director,1,Leslie Reed
AWS,"Legal, People & Support",AWS Water Sustainability Lead,1,Lisa Hook
AWS,Operations & Facilities,Data Center Facility Manager,5,Diego dos Santos; Iván Gallego Hernández; Jorge Kaufhold; Patrick O'sullivan; Sever Stirc
AWS,Operations & Facilities,Americas Director of Infrastructure Operations,1,Jiten Patel
AWS,Operations & Facilities,Cluster Operations Leader,1,Kamran Lateef
AWS,Operations & Facilities,Data Center Manager,1,Welliton Cardoso
AWS,Operations & Facilities,Datacenter Operations Manager,1,Felipe de Biasi Garcia
AWS,Operations & Facilities,DCEO Operations Technician I,1,Juan Jimenez
AWS,Operations & Facilities,Director Of Operations,1,Jeff Pasquino-Greco
AWS,Operations & Facilities,"Director of Operations, FCs",1,Rodrigo Sanromán
AWS,Operations & Facilities,"Director, Infrastructure Operations",1,Timothy Satrom
AWS,Operations & Facilities,Facilities Operations Manager,1,Slavcho Adjievski
AWS,Operations & Facilities,Head of Global Infrastructure Operations,1,Kevin Butler
AWS,Operations & Facilities,Regional Manager - Infrastructure Operations,1,Ernesto Molina
AWS,Operations & Facilities,Regional Operations Leader,1,Wil Loro
AWS,Operations & Facilities,Senior Data Center Operations,1,Juliano Rafael
AWS,Operations & Facilities,Senior Data Center Operations L4,1,João Victor Souza
AWS,Operations & Facilities,Sr Data Center Facility Manager,1,Marcel Akihissa
AWS,Operations & Facilities,Sr. Operations Leader Data Centers at Amazon Web Services (AWS),1,Silvana Filippin
AWS,Pre-Construction & Cost,Preconstruction Manager,2,Daniela C.; Geeta K.
AWS,Pre-Construction & Cost,Senior Preconstruction Manager,2,Jadi Wang; Joseph Rodriguez
AWS,Pre-Construction & Cost,"Manager, Global Pre-Construction and Estimating",1,Matthew McGovern
AWS,Pre-Construction & Cost,NA Preconstruction Estimating Manager,1,Mike Anest
AWS,Pre-Construction & Cost,Pre-Construction Manager,1,Rick Williamson
AWS,Pre-Construction & Cost,Preconstruction Manager Acquisition & Construction Northeast,1,Joseph Curto
AWS,Pre-Construction & Cost,"Preconstruction Manager, Sr.",1,Adel Essa
AWS,Pre-Construction & Cost,Regional Pre-Construction Manager,1,Jacqueline Almonacid
AWS,Pre-Construction & Cost,Senior Construction Cost Engineer,1,Yudhvir S.
AWS,Pre-Construction & Cost,Senior Construction Cost Estimator,1,Anant Bisesar
AWS,Pre-Construction & Cost,Senior Construction Cost Manager,1,Anupriya Pandey
AWS,Pre-Construction & Cost,Sr. Cost Estimator,1,Alex Nguyen
AWS,Pre-Construction & Cost,"Sr. Manager, Pre-Construction | DCCD AMER Construction",1,Steve Webber
AWS,Pre-Construction & Cost,Sr. Pre-Construction Manager,1,Jacques Sestier
AWS,Pre-Construction & Cost,Sr. Preconstruction Manager,1,Jappanjit Singh
AWS,Procurement & Supply Chain,"Head of ASEAN, APJC Data Center Sourcing Solutions",1,NC Ken C.
AWS,Sales & Leasing,"Business Development Manager, Data Centre Supply Solution",1,Joan Pan
AWS,Sales & Leasing,Customer Solutions Manager,1,William Sánchez
AWS,Sales & Leasing,Data Centre Supply Solutions - EMEA Amazon Web Services,1,John Cooper
AWS,Sales & Leasing,DC Technical Business Development Manager,1,Arren Wells
AWS,Sales & Leasing,Enterprise Account Manager,1,Eduardo Delgado
AWS,Sales & Leasing,Global Head of Customer DC Strategy,1,Josiah Sullivan
AWS,Sales & Leasing,Principal Account Manager,1,Lívia Sarto Santos
AWS,Sales & Leasing,SR. Key Account Manager,1,Glaucio Rocha
AWS,Sales & Leasing,Sr. Technical Business Development Manager - Data Centers,1,Adam Neuman
AWS,"Strategy, Finance & Investment","Strategy and Investment, Data Center Supply Solutions",4,Benjamin Ang; Guanyi Ho; Yuki Suzuki; Zi Kai Ng
AWS,"Strategy, Finance & Investment",Brazil Data Center Finance Lead,1,Nathalya Loberto
AWS,"Strategy, Finance & Investment",Colocation Portfolio Manager - Strategic Portfolio Management,1,Michelle Mohammady
AWS,"Strategy, Finance & Investment",Data Centre Strategy & Investment - Australia & NZ,1,William Grounds
AWS,"Strategy, Finance & Investment","Director, Corporate Development",1,Stephanie Gallina
AWS,"Strategy, Finance & Investment",Head of APJC Data Center Planning and Delivery Finance,1,Simon Belhumeur
AWS,"Strategy, Finance & Investment",Head of EMEA Data Centre Supply Solutions and Strategy,1,Gary James Halpin
AWS,"Strategy, Finance & Investment","Head Of Portfolio Strategy, Global Realty",1,Mark Spector
AWS,"Strategy, Finance & Investment","Principal, Strategy & Investment - Data Center Supply Solutions",1,Murphy Wong
AWS,"Strategy, Finance & Investment","Principal, Strategy and Investment, Data Center Supply Solutions",1,Andrew Gordey
AWS,"Strategy, Finance & Investment",Regional Head - Data Center Strategy and Investment,1,Dan Malouf
AWS,"Strategy, Finance & Investment","Senior Portfolio Manager, Leased Data Centers",1,Jeanara Green
AWS,"Strategy, Finance & Investment",Sr. Global Strategy Engineer,1,Pujith Pamulapati
AWS,"Strategy, Finance & Investment","Sr. Manager, Strategy and Investment, Data Center Supply Solutions",1,Sudarshan Malpani
AWS,"Strategy, Finance & Investment","Strategy & Investment, Data Center Supply Solution",1,Teresia Monika Salim
AWS,"Strategy, Finance & Investment","Strategy & Investment, DC Supply Solutions",1,Chee Sing Low
AWS,"Strategy, Finance & Investment","Strategy and Investment, Data Centre Supply Solutions",1,Celine Yong
AWS,"Strategy, Finance & Investment","Transaction Manager, Strategy And Investment, Data Center Supply Solutions Asia Pacific",1,Takahisa Ishiyama
AWS,Unclassified,Water Infrastructure Manager,5,Ahmed Ahmed Elmak; Harish H.; Joshua Barnette; Mali Karamigolbaghi; Maria M
AWS,Unclassified,Director,2,Neil Morris; Ross Campbell
AWS,Unclassified,Transaction Manager,2,Elizabeth Mulford; Sarah Casserly
AWS,Unclassified,Business Developer,1,Melissa J.
AWS,Unclassified,"Business Developer, Data Center Supply Solutions",1,Xinzi Chen
AWS,Unclassified,Cluster Leader,1,Javier Lima
AWS,Unclassified,Cluster Manager,1,Luiz Cristiano Soares
AWS,Unclassified,Data Center Ops L4 Senior,1,Rafael Bella
AWS,Unclassified,Data Center Security Manager,1,Gabriela Avila
AWS,Unclassified,Data Center Technician 3,1,Felipe Castro
AWS,Unclassified,Datacenter Manager,1,Alan Siqueira
AWS,Unclassified,DCEO L4,1,s Picture
AWS,Unclassified,DCO Manager,1,Nelson Haeger
AWS,Unclassified,DCO-DATA CENTER OPERATOR,1,Marcelo Ferreira
AWS,Unclassified,Director -- Data Center Supply Solutions APAC,1,Peter Jedrey
AWS,Unclassified,Director AWS Data Centers (APJC & MEA),1,Saji Pk
AWS,Unclassified,Gerente de Suprimentos - Datacenter LATAM/Canada,1,Marlon Malta
AWS,Unclassified,Head of Data Center Infrastructure Performance Management,1,Lauri Haycock
AWS,Unclassified,Head of Non-Standard Infrastructure / Machine Learning (APAC),1,Joseph Lim
AWS,Unclassified,"Infrastructure, Water Resource - Central USA & Latam",1,Ronaldo Ribeiro
AWS,Unclassified,"Manager, Data Center Global Services",1,Saeed Kamalinia
AWS,Unclassified,Manager- US West Water,1,Rupeet Malhotra
AWS,Unclassified,Metro Fiber Network Deployment Manager,1,Yannick K. Senyo Gogovor
AWS,Unclassified,Network Infrastructure Deployment Manager,1,Aleem Wilson
AWS,Unclassified,Principal Transaction Manager,1,Sasha Jones
AWS,Unclassified,"Regional Manager, Datacentre Supply Solution",1,Godfrey Chan
AWS,Unclassified,Senior Global Category Manager AWS (Lead Mechanial Categories EMEA & APAC),1,Shiv Dadhich
AWS,Unclassified,"Senior Manager, AWS Water Infrastructure",1,Beau S.
AWS,Unclassified,Senior Regional Manager Greater China and ASEAN,1,Ken Choo
AWS,Unclassified,Senior Transaction Manager,1,Mara Afetian
AWS,Unclassified,Senior Water Infrastructure Manager,1,Jadene Stensland
AWS,Unclassified,Senior Water Manager,1,Yunjie Tu
AWS,Unclassified,Senior Water Resources Manager,1,Manish Bhandari
AWS,Unclassified,Sr. Data Center Strategist,1,Rakesh Kunhiraman
AWS,Unclassified,Sr. Water Resource Manager,1,David Wall
AWS,Unclassified,Transmission Systems Manager,1,Mohammed Pithapur
AWS,Unclassified,"Vice President, AWS Infrastructure Services",1,Prasad Kalyanaraman
AWS,Unclassified,Water Infrastructure,1,Samuel Ofori
AWS,Unclassified,Water Stewardship BD,1,Marlies Michielssen
Balfour Beatty US,Construction & Delivery,Assistant Project Manager,3,Aleksandra Lajeunesse; Cindy Reyes; Grace S.
Balfour Beatty US,Construction & Delivery,Assistant Superintendent,1,Ariana Zimmerman
Balfour Beatty US,Construction & Delivery,Procurement Manager - Construction Services,1,Iain Read
Balfour Beatty US,Construction & Delivery,Project Manager,1,Robert Luken
Balfour Beatty US,Construction & Delivery,Senior Project Manager,1,Chris Nelson
Balfour Beatty US,Design & Engineering,Senior Project Engineer,3,Alphonsus Coleman; Christina Brown; Emily Chong
Balfour Beatty US,Pre-Construction & Cost,Senior Estimator,7,Cody Chace; Daniel Avila-Villalobos; Jeffrey Scott; Jermaine Dyer; Matt Bennett; Soo Kim; Timothy Overcash
Balfour Beatty US,Pre-Construction & Cost,Chief Estimator,6,Anthony Rodriguez; Brandon Jenkins; Brian Ficzeri; Jake Salley; Matthew Copeland; Ray Dendy
Balfour Beatty US,Pre-Construction & Cost,Lead Estimator,3,Ken Davis; Steven Denbow; Ted Bilodeau LEED AP
Balfour Beatty US,Pre-Construction & Cost,Preconstruction Manager,2,Chris Paddock; Jake Jaenicke
Balfour Beatty US,Pre-Construction & Cost,Director of Preconstruction,1,Keenan Arnold
Balfour Beatty US,Pre-Construction & Cost,Preconstruction Director,1,Bennett Farrier
Balfour Beatty US,Pre-Construction & Cost,Preconstruction Services,1,Russell Leist
Balfour Beatty US,Pre-Construction & Cost,Senior Director of Preconstruction,1,Brian P.
Balfour Beatty US,Pre-Construction & Cost,Senior Preconstruction Director,1,Kellie Jasso
Balfour Beatty US,Procurement & Supply Chain,(former) Procurement Surveyor,1,Bryan Jenkinson
Balfour Beatty US,Unclassified,Scheduling Director,1,Ned Wright
Barton Malow,Construction & Delivery,"Senior Project Executive, Barton Malow Builders",1,Karen Voit
Barton Malow,Construction & Delivery,Senior Project Manager,1,Dylan Woods
Barton Malow,Design & Engineering,Project Engineer 2,1,Alyssa Gross
Barton Malow,Pre-Construction & Cost,Director of Preconstruction,1,Dave Sargent
Barton Malow,Pre-Construction & Cost,Mechanical Estimator,1,Ryan Carson
Barton Malow,Pre-Construction & Cost,Senior Preconstruction Manager,1,Stephen Dixon
Barton Malow,Unclassified,Director Of Scheduling,1,Thomas Carolan
Barton Malow,Unclassified,Scheduling Manager,1,Parham Mosayebi
Beacon AI Centers,Construction & Delivery,SVP Data Center Delivery,1,Dave Bell
Beacon AI Centers,Development & Real Estate,"Vice President, Hyperscale Development",1,Matthew Molina
Beacon AI Centers,Sales & Leasing,Director of Business Development,1,Andrea Korte Jones
Beacon AI Centers,Unclassified,Co-Chairman,1,Josh Schertzer
Beacon Capital Partners,Executive leadership,Managing Director,1,Adriana Calderon
Beale,Construction & Delivery,Chief Delivery Officer,1,Scott Robertson
Beale,Construction & Delivery,Senior Vice President - Construction,1,Matthew Striffler
Beale,Design & Engineering,"Senior Vice President - Design, Engineering & Innovation",1,Alfonso Portillo
Beale,Development & Real Estate,Development Manager,2,Ellison Etnier; John Handley
Beale,Development & Real Estate,"Senior Director, Development",2,Lauren Hansen; Lauren Harvey
Beale,Development & Real Estate,"Director, Development",1,Arnaud Dusser
Beale,Development & Real Estate,Senior Development Manager,1,William Manning - Marshall
Beale,Development & Real Estate,"Senior Manager, Development",1,Nicholas Torrance
Beale,Development & Real Estate,Senior Vice President - Development,1,Brendan Gallagher
Beale,Development & Real Estate,"Vice President, Development",1,Logan Craig
Beale,Energy & Utilities,"Director, Energy",2,Owen Teach; Sarah Krulewitz
Beale,Energy & Utilities,Director of Power Delivery,1,Marcus Lockhart
Beale,Energy & Utilities,"Manager, Energy & Sustainability",1,Emily Menz
Beale,Energy & Utilities,"Senior Manager, Energy",1,Fiona Dearth
Beale,Energy & Utilities,Senior Vice President of Energy,1,Holly Adams
Beale,Energy & Utilities,"VP, Energy & Sustainability",1,Sam Arons
Beale,Executive leadership,Chief Development Officer,1,Hanns Lee
Beale,Executive leadership,Chief Financial Officer,1,Courtney Jolicoeur
Beale,Executive leadership,Chief Operating Officer,1,Julian Kudritzki
Beale,Pre-Construction & Cost,"Director - Pursuits, Preconstruction & Project Controls",1,Justin Anderson
Beale,Pre-Construction & Cost,Senior Manager of Estimating,1,Christian Rodriguez
Beale,Pre-Construction & Cost,Senior Manager Program Cost,1,Jordan Lee
Beale,Unclassified,"Senior Vice President, Public Policy & Public Affairs",1,Tony Burkart
Bechtel,Pre-Construction & Cost,Estimating Manager / Project Controls Manger,1,Chris Maley
Bechtel Corporation,Construction & Delivery,Corporate Project Controls Planning Manager,1,Denise MacIsaac-Park
Bechtel Corporation,Construction & Delivery,Project Control Manager,1,Brett Stefanko
Bechtel Corporation,Construction & Delivery,Project Controls Manager,1,John Patterson
Bechtel Corporation,Construction & Delivery,"Project Controls Manager, Corpus Christi Liquefaction Project",1,Katherine B.
Bechtel Corporation,Construction & Delivery,Project Planner - Manufacturing & Technology,1,Brice Nunn
Bechtel Corporation,Design & Engineering,Construction Field Engineer,1,Stella Baba
Bechtel Corporation,Development & Real Estate,Infrastructure Development Senior Manager,1,Peter Biava
Bechtel Corporation,Development & Real Estate,Senior Project Development Manager,1,Daniel Chi
Bechtel Corporation,Development & Real Estate,Site Acquisition,1,Izumi rosas
Bechtel Corporation,Development & Real Estate,Site Acquisition Manager,1,Wally Shin
Bechtel Corporation,Energy & Utilities,"Project Developer, Clean Energy",1,Tamara Smith
Bechtel Corporation,Pre-Construction & Cost,Estimating Manager,1,Jessica Cassidy
Becknell Industrial,Sales & Leasing,Senior Vice President - Leasing,1,Matthew Neumann
Becknell Industrial,"Strategy, Finance & Investment",Senior Vice President - Investments,1,Derek Hawkins
Becknell Industrial,Unclassified,Senior Vice President,2,Kevan O'Connor; Matthew Kelly
